textDisplay,label_manual,cleaned_text
"<b>Kuasa-NYA terbatas akibat nya naas</b> <br>Yohanes 11:39 Kata Yesus: &quot;Angkat batu itu!&quot; Marta, saudara orang yang meninggal itu,<br>berkata kepada-Nya: &quot;Tuan, ia sudah berbau, sebab sudah empat hari ia mati.&quot;<br><a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=700"">11:40</a> Jawab Yesus: &quot;Bukankah sudah Kukatakan kepadamu: <b>Jikalau engkau percaya</b><br><b>engkau</b> <b>akan melihat</b> <br>👉 <b>kemuliaan Allah?&quot;</b><br>Dari sini saja jelas Yesus mengajarkan manusia supaya percaya tuhan karena tuhanlah yg<br>punya kuasa dan kemuliaan<br>&quot;Jika aku memuliakan diriku sendiri, maka kemuliaanku itu sedikitpun tidak ada artinya.<br>Bapa-kulah yang memuliakanku.&quot; (Yohanes, <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=534"">8:54</a>)<br>Yohanes 11:41 Maka mereka mengangkat batu itu. Lalu Yesus menengadah ke atas dan<br>berkata: &quot;Bapa, Aku mengucap syukur kepada-Mu, karena 👉Engkau telah mendengarkan<br>Aku. <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=702"">11:42</a> Aku tahu, bahwa 👉Engkau selalu mendengarkan Aku, tetapi oleh karena orang<br>banyak yang berdiri di sini mengelilingi Aku, Aku mengatakannya, supaya mereka percaya,<br>bahwa<br>👉Engkaulah yang telah mengutus Aku.&quot;<br>Yohanes 11:43 Dan sesudah berkata demikian, berserulah Ia dengan suara keras: &quot;Lazarus,<br>marilah ke luar!&quot; <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=704"">11:44</a> Orang yang telah mati itu datang ke luar, kaki dan tangannya masih<br>terikat dengan kain kapan dan mukanya tertutup dengan kain peluh. Kata Yesus kepada<br>mereka: &quot;Bukalah kain-kain itu dan biarkan ia pergi.&quot;<br><br><b>Apakah yesus selalu bisa bermukjizat</b><br>Menurut Lukas, Pilatus mengetahui bahwa Yesus adalah seorang Galilea yang adalah<br>wilayah Herodes, mengirimnya ke Antipas, yang juga berada di Yerusalem pada saat itu.<br>Awalnya Antipas senang melihat Yesus, berharap untuk menyaksikannya melakukan<br>👉Mukjizat, tetapi ketika Yesus tetap diam ketika ditanyai Antipas mengejeknya dan<br>mengirim-Nya kembali ke Pilatus.(lukas23:5-12)<br><b>Kolor nya melorot k0nt0L nya dimainin tentara Romawi biji pelernya dijadikan lato-lato makanya tidak</b> <b>bisa bermukjizat</b> 😆🤣😂<br>⚡🔥 <b>The power of kolor</b> 🔥⚡🙈🤣<br><br>Firman selalu ada bersama bapa<br>Bapa mengutus firmannya<br>(Yoh 1.1-1.14)<br><b>Sang firman menyatakan</b> <br>Aku dan bapa adalah satu (yoh <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=630"">10:30</a>)<br>Akulah jalan kebenaran dan hidup (yoh 14:6)<br>Barangsiapa telah melihat Aku, ia telah melihat Bapa(yohanes 14:9)<br>Matius 27:27 Kemudian serdadu-serdadu wali negeri membawa Yesus ke gedung pengadilan, lalu memanggil seluruh pasukan berkumpul sekeliling Yesus. <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=1648"">27:28</a> Mereka menanggalkan pakaian-Nya dan mengenakan jubah ungu kepada-Nya.<br><br><b>Masa tuhan bisa ditelanjangi,dipakein jubah dan diseret manusia ke</b> <b>gedung pengadilan</b> 🤣🤣😂🤸🕺🤸🕺<br>Ini tuhan apa penjahat yg <br>lagi dihakimi massa 🥳<br>Cuma orang IDIOT yang percaya manusia bisa bunuh Tuhan tapi LEBIH IDIOT lagi yang<br>percaya manusia harus bunuh Tuhan biar dapat keselamatan dari Tuhan.<br>tuhan kok bisa digantung<br>Itu tuhan apa jemuran<br>Cuma orang idiot saja yg percaya manusia bisa<br>Bunuh tuhan 😆<br>Nguras air laut saja tidak mungkin ini disuruh percaya manusia bisa bunuh tuhan 🤣🤣<br><br>Dia yg mati disalib BUKAN manusia tapi TUHAN MATI (1Kor <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=686"">11:26</a>). Jika yg mati MANUSIA,<br>maka darahnya MURAH tidak bisa dibuat nebus dosa<br>(1Ptr<a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=78"">1:18</a>-19) 😂🤣🤣🤣😂<br>🤸🤸🤸",0,KuasaNYA terbatas akibat nya naas Yohanes Kata Yesus Angkat batu itu Marta saudara orang yang meninggal ituberkata kepadaNya Tuan ia sudah berbau sebab sudah empat hari ia mati Jawab Yesus Bukankah sudah Kukatakan kepadamu Jikalau engkau percayaengkau akan melihat kemuliaan AllahDari sini saja jelas Yesus mengajarkan manusia supaya percaya tuhan karena tuhanlah ygpunya kuasa dan kemuliaanJika aku memuliakan diriku sendiri maka kemuliaanku itu sedikitpun tidak ada artinyaBapakulah yang memuliakanku Yohanes Yohanes Maka mereka mengangkat batu itu Lalu Yesus menengadah ke atas danberkata Bapa Aku mengucap syukur kepadaMu karena Engkau telah mendengarkanAku Aku tahu bahwa Engkau selalu mendengarkan Aku tetapi oleh karena orangbanyak yang berdiri di sini mengelilingi Aku Aku mengatakannya supaya mereka percayabahwaEngkaulah yang telah mengutus AkuYohanes Dan sesudah berkata demikian berserulah Ia dengan suara keras Lazarusmarilah ke luar Orang yang telah mati itu datang ke luar kaki dan tangannya masihterikat dengan kain kapan dan mukanya tertutup dengan kain peluh Kata Yesus kepadamereka Bukalah kainkain itu dan biarkan ia pergiApakah yesus selalu bisa bermukjizatMenurut Lukas Pilatus mengetahui bahwa Yesus adalah seorang Galilea yang adalahwilayah Herodes mengirimnya ke Antipas yang juga berada di Yerusalem pada saat ituAwalnya Antipas senang melihat Yesus berharap untuk menyaksikannya melakukanMukjizat tetapi ketika Yesus tetap diam ketika ditanyai Antipas mengejeknya danmengirimNya kembali ke PilatuslukasKolor nya melorot kntL nya dimainin tentara Romawi biji pelernya dijadikan latolato makanya tidak bisa bermukjizat The power of kolor Firman selalu ada bersama bapaBapa mengutus firmannyaYoh Sang firman menyatakan Aku dan bapa adalah satu yoh Akulah jalan kebenaran dan hidup yoh Barangsiapa telah melihat Aku ia telah melihat Bapayohanes Matius Kemudian serdaduserdadu wali negeri membawa Yesus ke gedung pengadilan lalu memanggil seluruh pasukan berkumpul sekeliling Yesus Mereka menanggalkan pakaianNya dan mengenakan jubah ungu kepadaNyaMasa tuhan bisa ditelanjangidipakein jubah dan diseret manusia ke gedung pengadilan Ini tuhan apa penjahat yg lagi dihakimi massa Cuma orang IDIOT yang percaya manusia bisa bunuh Tuhan tapi LEBIH IDIOT lagi yangpercaya manusia harus bunuh Tuhan biar dapat keselamatan dari Tuhantuhan kok bisa digantungItu tuhan apa jemuranCuma orang idiot saja yg percaya manusia bisaBunuh tuhan Nguras air laut saja tidak mungkin ini disuruh percaya manusia bisa bunuh tuhan Dia yg mati disalib BUKAN manusia tapi TUHAN MATI Kor Jika yg mati MANUSIAmaka darahnya MURAH tidak bisa dibuat nebus dosaPtr
Anda ini siapa?Sampai mau menghina agama lain?,1,Anda ini siapaSampai mau menghina agama lain
"Kalau mau mengirim komentar,Yang nyambunglah ama Topiknya BLOK<br>Jangan bawa2 agama BLOK",1,Kalau mau mengirim komentarYang nyambunglah ama Topiknya BLOKJangan bawa agama BLOK
hanya kebodohan membangun IKN dikalimantan belum tau lagi dikalimantan air sungai semakin tahun semakin tinggi dikalsel aj air tidak pernah surut dan semakin tinggi volume air sungai selama 3 tahun terakhir. belum lagi banyaknya tambang2..kebun sawit dll yang mempengaruhi tanah kalimantan. harusnya bangun IKN di Papua aja..,0,hanya kebodohan membangun IKN dikalimantan belum tau lagi dikalimantan air sungai semakin tahun semakin tinggi dikalsel aj air tidak pernah surut dan semakin tinggi volume air sungai selama tahun terakhir belum lagi banyaknya tambangkebun sawit dll yang mempengaruhi tanah kalimantan harusnya bangun IKN di Papua aja
Jadi anda ingin IKN dibangun dimana?,0,Jadi anda ingin IKN dibangun dimana
"@@JustNormalManInTheWorld <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a> kurang baca anda bro",1,JustNormalManInTheWorld kurang baca anda bro
"@@hidupku5712 oh iya tadi mata gw buta sebentar🗿<br>Jadi anda ingin IKN di papua?<br>Percuma aja bro,papua daeeahnya berbahaya,Apalagi sama kelompok OPMnya <br>Jadi gk mungkin wilayah penting negara berada didaerah papua",1,hidupku oh iya tadi mata gw buta sebentarJadi anda ingin IKN di papuaPercuma aja bropapua daeeahnya berbahayaApalagi sama kelompok OPMnya Jadi gk mungkin wilayah penting negara berada didaerah papua
"@@JustNormalManInTheWorld nah justru itu bro klo IKN disana perhatian pemerintah tertuju pada kelompok tersebut maka dipapua akan bersih dari kelompok tsb dan pembangunan disna bakalan lebih baik, jadi masyarakt disana tidak lagi merasa tersisihkan.. 👍",0,JustNormalManInTheWorld nah justru itu bro klo IKN disana perhatian pemerintah tertuju pada kelompok tersebut maka dipapua akan bersih dari kelompok tsb dan pembangunan disna bakalan lebih baik jadi masyarakt disana tidak lagi merasa tersisihkan
"Masyarakat nebang pohon untuk bikin rumah dilarang bahkan bisa dipidana, tapi ketika perusahaan yang nebang malah nggak ada yang larang, alasannya karena sudah ada izin dan perjanjian, saya sebagai pribumi Borneo miris melihat",0,Masyarakat nebang pohon untuk bikin rumah dilarang bahkan bisa dipidana tapi ketika perusahaan yang nebang malah nggak ada yang larang alasannya karena sudah ada izin dan perjanjian saya sebagai pribumi Borneo miris melihat
Itulah kolonial.,1,Itulah kolonial
Itulah kolonial jawa,1,Itulah kolonial jawa
"​@@hahahah17114yakin kolonial jawa? Bahkan dikalimantan banyak sultan2 yang jauh lebih kaya dari sultan jawa. Hasil dari usaha tambang, kelapa sawit. Berarti kan mereka ikut terlibat dalam kerusakan alam kalimantan",0,hahahahyakin kolonial jawa Bahkan dikalimantan banyak sultan yang jauh lebih kaya dari sultan jawa Hasil dari usaha tambang kelapa sawit Berarti kan mereka ikut terlibat dalam kerusakan alam kalimantan
"tenang, ibarat utang indonesia klo kata sri mulyani masih dalam kategori Sehat!",0,tenang ibarat utang indonesia klo kata sri mulyani masih dalam kategori Sehat
Negeriku sayang Negeriku malang 😭,0,Negeriku sayang Negeriku malang
Setelah IKN terealisasi..<br>Deforestasi : STONK,0,Setelah IKN terealisasiDeforestasi STONK
"tunggu aje ancur ni negara, pindah ibukota babat hutan, nikel di jual buat memperhijau negara cinis, bayar pajak buat memperkaya pejabat.",0,tunggu aje ancur ni negara pindah ibukota babat hutan nikel di jual buat memperhijau negara cinis bayar pajak buat memperkaya pejabat
"Masalahnya sudah merusak lingkungan apakah membuat sejahtera warganya...<br>Gau usah kesehatan, pendidikan atau infrastruktur contohnya minyak goreng... Masa iya bisa langka di indonesia.Itu kemajuan untuk masyarakat atau untuk golongan...<br>Negara aja kurang mulu...<br>Sejahterakan aja dl warga yg di area baru omngin senegara.",0,Masalahnya sudah merusak lingkungan apakah membuat sejahtera warganyaGau usah kesehatan pendidikan atau infrastruktur contohnya minyak goreng Masa iya bisa langka di indonesiaItu kemajuan untuk masyarakat atau untuk golonganNegara aja kurang muluSejahterakan aja dl warga yg di area baru omngin senegara
Bukan rahasia lagi kyknya min .. tapi kita bisa apa?,0,Bukan rahasia lagi kyknya min tapi kita bisa apa
Pantes minggu ini terasa panass🥵🥵 haredang..,0,Pantes minggu ini terasa panass haredang
"Ya begitulah cara kerja nya tapi hasilnya tetap nol kan, ekonomi nyunsep juga 😀",0,Ya begitulah cara kerja nya tapi hasilnya tetap nol kan ekonomi nyunsep juga
Anjg spit2 biadb bandar2 ilegal loging,0,Anjg spit biadb bandar ilegal loging
"Gimana lah...kebutuhan akan minyak goreng juga semakin banyak,..mau ga mau lah hutan berubah fungsi menjadi kebun sawit..",2,Gimana lahkebutuhan akan minyak goreng juga semakin banyakmau ga mau lah hutan berubah fungsi menjadi kebun sawit
@odovid tanda akhir zaman om..😂😂,0,odovid tanda akhir zaman om
setiap kemajuan ada pengorbanan,2,setiap kemajuan ada pengorbanan
"@odovid penghasil oksigen terbesar di bumi itu dari laut pak, bukan daratan. Mebabat sebagian “KECIL” hutan tak akan membuat dunia kehabisan oksigen",0,odovid penghasil oksigen terbesar di bumi itu dari laut pak bukan daratan Mebabat sebagian KECIL hutan tak akan membuat dunia kehabisan oksigen
"​@odovid lho bukannya memang manusia itu perusak? gini masyarakat kita aja masih banyak yang memperbanyak keturunan nya tanpa memperhitungkan banyak hal, itu artinya setiap detik kebutuhan manusia semakin tinggi, manusia dapet darimana lagi kalau bukan dari merusak alam, hampir semua yang kita lakukan merusak alam termasuk kegiatan anda saya dan kita bisa komen di YouTube ini. kita produsen minyak sawit terbesar di dunia aja dengan luas nya lahan sawit saat ini aja masih saling demo kalau ga petani nya ya konsumen nya,",0,odovid lho bukannya memang manusia itu perusak gini masyarakat kita aja masih banyak yang memperbanyak keturunan nya tanpa memperhitungkan banyak hal itu artinya setiap detik kebutuhan manusia semakin tinggi manusia dapet darimana lagi kalau bukan dari merusak alam hampir semua yang kita lakukan merusak alam termasuk kegiatan anda saya dan kita bisa komen di YouTube ini kita produsen minyak sawit terbesar di dunia aja dengan luas nya lahan sawit saat ini aja masih saling demo kalau ga petani nya ya konsumen nya
"Anies yg salah itu, ga becus jadi Gubernur. Mensupport penebangan hutan demi korporasi, dikasih kontrak karya dan konsesi.",0,Anies yg salah itu ga becus jadi Gubernur Mensupport penebangan hutan demi korporasi dikasih kontrak karya dan konsesi
"Mengapa Jokowi dulu larang rangkap jabatan tp skrg tidak <a href=""https://www.youtube.com/watch?v=daYv-8K8LtI"">https://youtu.be/daYv-8K8LtI</a>",0,Mengapa Jokowi dulu larang rangkap jabatan tp skrg tidak httpsyoutubedaYvKLtI
"KITA DIPAKSA MENJAGA PARU-PARU DUNIA, TERUS APA FEEDBACK DARI MEREKA YANG MENIKMATI? APAKAH UTANG KITA BERKURANG? APAKAH KITA SECARA PERLAHAN DI KONTROL OLEH BARAT AGAK TIDAK BISA MENJADI NEGARA MAJU, SECARA PEREKONOMIAN...",0,KITA DIPAKSA MENJAGA PARUPARU DUNIA TERUS APA FEEDBACK DARI MEREKA YANG MENIKMATI APAKAH UTANG KITA BERKURANG APAKAH KITA SECARA PERLAHAN DI KONTROL OLEH BARAT AGAK TIDAK BISA MENJADI NEGARA MAJU SECARA PEREKONOMIAN
"Ya pasti di kontrol sudah lumrah negara yang kuat mencaplok negara yang lemah, ambil contoh nikel nya di indo bikin baterai nya di China, elon musk beli nya ke China. Yang untung besar dari kasus tersebut sipaa kira kira ?!. plus nya China tidak mencemari lingkungan itulah untung nya negara kuat.",0,Ya pasti di kontrol sudah lumrah negara yang kuat mencaplok negara yang lemah ambil contoh nikel nya di indo bikin baterai nya di China elon musk beli nya ke China Yang untung besar dari kasus tersebut sipaa kira kira plus nya China tidak mencemari lingkungan itulah untung nya negara kuat
Saya pernah komen kya di narasi jelaskan.. tp malah di serang buzzer rp 😅😅,1,Saya pernah komen kya di narasi jelaskan tp malah di serang buzzer rp
Yang sabar😅,1,Yang sabar
"Namanya juga buzzer, kalo gak nyerang ya gak makan 😁",1,Namanya juga buzzer kalo gak nyerang ya gak makan
"Terimakasih tim narasi karena telah memberi informasi yg mudah di cerna, semoga para pemimpin di negeri ini segera di beri hidayah akan tingkah laku yg diperbuatnya.",2,Terimakasih tim narasi karena telah memberi informasi yg mudah di cerna semoga para pemimpin di negeri ini segera di beri hidayah akan tingkah laku yg diperbuatnya
Sulit.... Mereka sudah gila harta.,0,Sulit Mereka sudah gila harta
Wkwk kan rakyat kalimantan juga bahagia dengan kondisi alam dan lingkungan tambang tsb! Biarin sih mau mereka renang di kolam tambang pun,0,Wkwk kan rakyat kalimantan juga bahagia dengan kondisi alam dan lingkungan tambang tsb Biarin sih mau mereka renang di kolam tambang pun
​@@masiver1161 rakyat Kalimantan mana yg bahagia...sya asli org Berau Kalimantan dan saya SDH merasakan dampak nya ....anda sekali kali tinggal disini,0,masiver rakyat Kalimantan mana yg bahagiasya asli org Berau Kalimantan dan saya SDH merasakan dampak nya anda sekali kali tinggal disini
"@@Channel_sipa_zee makanya kubilang biar rakyat kalimantan aja yg urus, kalo mereka diam ya berarti mereka senang gitulo, nah makanya kubilang diem ajadeh warga non kalimantan 🤣 biar mereka menikmati hasilnya 😁😆",0,Channelsipazee makanya kubilang biar rakyat kalimantan aja yg urus kalo mereka diam ya berarti mereka senang gitulo nah makanya kubilang diem ajadeh warga non kalimantan biar mereka menikmati hasilnya
Kl pesugihan di taman merah oleh yaman dikasih hidayah gak😂,0,Kl pesugihan di taman merah oleh yaman dikasih hidayah gak
Emang sudah hilang hutan hujan tropis kalimantan berganti jadi hutan rimba sawit...,0,Emang sudah hilang hutan hujan tropis kalimantan berganti jadi hutan rimba sawit
"Mau gimana ya kita rakyat kecil, udah sering protes2 untuk masalah penebangan, pengerukan, dan lainnya yg berhubungan dengan perusakan alam, tetap aja gk di iyakan. Iya protesnya didengarin dan ditanggepin, tapi ya cuma itu, gk ada tindakan selanjutnya dari pihak yg berwenang (cuma untuk meredam protes doang)",0,Mau gimana ya kita rakyat kecil udah sering protes untuk masalah penebangan pengerukan dan lainnya yg berhubungan dengan perusakan alam tetap aja gk di iyakan Iya protesnya didengarin dan ditanggepin tapi ya cuma itu gk ada tindakan selanjutnya dari pihak yg berwenang cuma untuk meredam protes doang
